customer_external_id,source_type,tier,content,external_reference_id
CUST-1148,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1347)",EVT-0001347
CUST-1149,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1348),EVT-0001348
CUST-1150,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1349),EVT-0001349
CUST-1151,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1350),EVT-0001350
CUST-1152,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1351),EVT-0001351
CUST-1153,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1352),EVT-0001352
CUST-1154,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1353),EVT-0001353
CUST-1155,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1354),EVT-0001354
CUST-1156,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1355)",EVT-0001355
CUST-1157,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1356)",EVT-0001356
CUST-1158,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1357),EVT-0001357
CUST-1159,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1358)",EVT-0001358
CUST-1160,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1359),EVT-0001359
CUST-1161,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1360),EVT-0001360
CUST-1162,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1361),EVT-0001361
CUST-1163,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1362),EVT-0001362
CUST-1164,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1363),EVT-0001363
CUST-1165,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1364),EVT-0001364
CUST-1166,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1365)",EVT-0001365
CUST-1167,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1366)",EVT-0001366
CUST-1168,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1367)",EVT-0001367
CUST-1169,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1368)",EVT-0001368
CUST-1170,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1369),EVT-0001369
CUST-1171,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1370),EVT-0001370
CUST-1172,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1371),EVT-0001371
CUST-1173,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1372)",EVT-0001372
CUST-1174,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1373),EVT-0001373
CUST-1175,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1374),EVT-0001374
CUST-1176,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1375),EVT-0001375
CUST-1177,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1376),EVT-0001376
CUST-1178,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1377),EVT-0001377
CUST-1179,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1378),EVT-0001378
CUST-1180,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1379),EVT-0001379
CUST-1181,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1380)",EVT-0001380
CUST-1182,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1381)",EVT-0001381
CUST-1183,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1382),EVT-0001382
CUST-1184,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1383)",EVT-0001383
CUST-1185,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1384),EVT-0001384
CUST-1186,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1385),EVT-0001385
CUST-1187,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1386),EVT-0001386
CUST-1188,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1387),EVT-0001387
CUST-1189,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1388),EVT-0001388
CUST-1190,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1389),EVT-0001389
CUST-1191,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1390)",EVT-0001390
CUST-1192,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1391)",EVT-0001391
CUST-1193,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1392)",EVT-0001392
CUST-1194,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1393)",EVT-0001393
CUST-1195,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1394),EVT-0001394
CUST-1196,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1395),EVT-0001395
CUST-1197,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1396),EVT-0001396
CUST-1198,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1397)",EVT-0001397
CUST-1199,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1398),EVT-0001398
CUST-1200,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1399),EVT-0001399
CUST-1201,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1400),EVT-0001400
CUST-1202,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1401),EVT-0001401
CUST-1203,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1402),EVT-0001402
CUST-1204,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1403),EVT-0001403
CUST-1205,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1404),EVT-0001404
CUST-1206,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1405)",EVT-0001405
CUST-1207,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1406)",EVT-0001406
CUST-1208,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1407),EVT-0001407
CUST-1209,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1408)",EVT-0001408
CUST-1210,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1409),EVT-0001409
CUST-1211,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1410),EVT-0001410
CUST-1212,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1411),EVT-0001411
CUST-1213,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1412),EVT-0001412
CUST-1214,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1413),EVT-0001413
CUST-1215,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1414),EVT-0001414
CUST-1216,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1415)",EVT-0001415
CUST-1217,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1416)",EVT-0001416
CUST-1218,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1417)",EVT-0001417
CUST-1219,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1418)",EVT-0001418
CUST-1220,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1419),EVT-0001419
CUST-1221,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1420),EVT-0001420
CUST-1222,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1421),EVT-0001421
CUST-1223,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1422)",EVT-0001422
CUST-1224,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1423),EVT-0001423
CUST-1225,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1424),EVT-0001424
CUST-1226,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1425),EVT-0001425
CUST-1227,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1426),EVT-0001426
CUST-1228,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1427),EVT-0001427
CUST-1229,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1428),EVT-0001428
CUST-1230,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1429),EVT-0001429
CUST-1231,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1430)",EVT-0001430
CUST-1232,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1431)",EVT-0001431
CUST-1233,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1432),EVT-0001432
CUST-1234,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1433)",EVT-0001433
CUST-1235,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1434),EVT-0001434
CUST-1236,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1435),EVT-0001435
CUST-1237,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1436),EVT-0001436
CUST-1238,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1437),EVT-0001437
CUST-1239,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1438),EVT-0001438
CUST-1240,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1439),EVT-0001439
CUST-1241,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1440)",EVT-0001440
CUST-1242,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1441)",EVT-0001441
CUST-1243,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1442)",EVT-0001442
CUST-1244,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1443)",EVT-0001443
CUST-1245,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1444),EVT-0001444
CUST-1246,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1445),EVT-0001445
CUST-1247,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1446),EVT-0001446
CUST-1248,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1447)",EVT-0001447
CUST-1249,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1448),EVT-0001448
CUST-1250,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1449),EVT-0001449
CUST-1251,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1450),EVT-0001450
CUST-1252,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1451),EVT-0001451
CUST-1253,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1452),EVT-0001452
CUST-1254,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1453),EVT-0001453
CUST-1255,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1454),EVT-0001454
CUST-1256,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1455)",EVT-0001455
CUST-1257,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1456)",EVT-0001456
CUST-1258,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1457),EVT-0001457
CUST-1259,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1458)",EVT-0001458
CUST-1260,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1459),EVT-0001459
CUST-1261,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1460),EVT-0001460
CUST-1262,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1461),EVT-0001461
CUST-1263,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1462),EVT-0001462
CUST-1264,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1463),EVT-0001463
CUST-1265,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1464),EVT-0001464
CUST-1266,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1465)",EVT-0001465
CUST-1267,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1466)",EVT-0001466
CUST-1268,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1467)",EVT-0001467
CUST-1269,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1468)",EVT-0001468
CUST-1270,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1469),EVT-0001469
CUST-1271,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1470),EVT-0001470
CUST-1272,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1471),EVT-0001471
CUST-1273,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1472)",EVT-0001472
CUST-1274,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1473),EVT-0001473
CUST-1275,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1474),EVT-0001474
CUST-1276,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1475),EVT-0001475
CUST-1277,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1476),EVT-0001476
CUST-1278,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1477),EVT-0001477
CUST-1279,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1478),EVT-0001478
CUST-1280,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1479),EVT-0001479
CUST-1281,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1480)",EVT-0001480
CUST-1282,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1481)",EVT-0001481
CUST-1283,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1482),EVT-0001482
CUST-1284,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1483)",EVT-0001483
CUST-1285,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1484),EVT-0001484
CUST-1286,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1485),EVT-0001485
CUST-1287,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1486),EVT-0001486
CUST-1288,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1487),EVT-0001487
CUST-1289,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1488),EVT-0001488
CUST-1290,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1489),EVT-0001489
CUST-1291,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1490)",EVT-0001490
CUST-1292,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1491)",EVT-0001491
CUST-1293,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1492)",EVT-0001492
CUST-1294,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1493)",EVT-0001493
CUST-1295,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1494),EVT-0001494
CUST-1296,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1495),EVT-0001495
CUST-1297,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1496),EVT-0001496
CUST-1298,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1497)",EVT-0001497
CUST-1299,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1498),EVT-0001498
CUST-1300,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1499),EVT-0001499
CUST-1301,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1500),EVT-0001500
CUST-1302,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1501),EVT-0001501
CUST-1303,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1502),EVT-0001502
CUST-1304,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1503),EVT-0001503
CUST-1305,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1504),EVT-0001504
CUST-1306,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1505)",EVT-0001505
CUST-1307,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1506)",EVT-0001506
CUST-1308,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1507),EVT-0001507
CUST-1309,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1508)",EVT-0001508
CUST-1310,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1509),EVT-0001509
CUST-1311,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1510),EVT-0001510
CUST-1312,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1511),EVT-0001511
CUST-1313,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1512),EVT-0001512
CUST-1314,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1513),EVT-0001513
CUST-1315,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1514),EVT-0001514
CUST-1316,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1515)",EVT-0001515
CUST-1317,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1516)",EVT-0001516
CUST-1318,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1517)",EVT-0001517
CUST-1319,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1518)",EVT-0001518
CUST-1320,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1519),EVT-0001519
CUST-1321,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1520),EVT-0001520
CUST-1322,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1521),EVT-0001521
CUST-1323,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1522)",EVT-0001522
CUST-1324,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1523),EVT-0001523
CUST-1325,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1524),EVT-0001524
CUST-1326,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1525),EVT-0001525
CUST-1327,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1526),EVT-0001526
CUST-1328,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1527),EVT-0001527
CUST-1329,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #1528),EVT-0001528
CUST-1330,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #1529),EVT-0001529
CUST-1331,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #1530)",EVT-0001530
CUST-1332,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #1531)",EVT-0001531
CUST-1333,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #1532),EVT-0001532
CUST-1334,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #1533)",EVT-0001533
CUST-1335,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #1534),EVT-0001534
CUST-1336,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #1535),EVT-0001535
CUST-1337,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #1536),EVT-0001536
CUST-1338,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #1537),EVT-0001537
CUST-1339,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #1538),EVT-0001538
CUST-1340,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #1539),EVT-0001539
CUST-1341,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #1540)",EVT-0001540
CUST-1342,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #1541)",EVT-0001541
CUST-1343,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #1542)",EVT-0001542
CUST-1344,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #1543)",EVT-0001543
CUST-1345,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #1544),EVT-0001544
CUST-1346,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #1545),EVT-0001545
CUST-1347,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #1546),EVT-0001546
CUST-1348,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #1547)",EVT-0001547
CUST-1349,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #1548),EVT-0001548
CUST-1350,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #1549),EVT-0001549
CUST-1351,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #1550),EVT-0001550
CUST-1352,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #1551),EVT-0001551
CUST-1353,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #1552),EVT-0001552
